sale_id,date,brand,model,quantity,base_price,discount,final_price,region,color,salesperson_id,revenue
SALE000035,2023-07-24,BMW,X3,47,60994.96,0.1522,51714.15,East,Gray,SP629,2430565.02
SALE000036,2023-05-07,Nissan,Altima,26,22732.73,0.0512,21568.5,South,White,SP446,560781.09
SALE000037,2023-10-29,Toyota,Corolla,27,25113.66,0.0855,22966.24,South,White,SP172,620088.37
SALE000038,2023-02-04,Toyota,Corolla,42,24696.68,0.0403,23700.32,North,Brown,SP438,995413.49
SALE000039,2023-05-23,Honda,Accord,32,26709.33,0.0629,25030.08,West,Black,SP652,800962.64
SALE000040,2023-05-05,Ford,Escape,32,29094.89,0.0279,28284.12,West,Brown,SP516,905091.95
SALE000041,2023-02-19,BMW,3 Series,39,57451.48,0.1511,48769.97,West,Silver,SP533,1902028.98
SALE000042,2023-01-28,Volkswagen,Atlas,36,32657.12,0.1198,28745.68,North,White,SP512,1034844.33
SALE000043,2023-05-08,Audi,A4,22,49500.3,0.1249,43319.16,South,Black,SP649,953021.46
SALE000044,2023-08-05,Nissan,Sentra,6,23791.37,0.0437,22751.97,South,Silver,SP573,136511.82
SALE000045,2023-08-15,BMW,3 Series,20,63092.94,0.1079,56287.2,Central,White,SP151,1125744.05
SALE000046,2023-02-17,Hyundai,Elantra,28,22338.97,0.1814,18287.45,South,Black,SP516,512048.53
SALE000047,2023-04-20,Nissan,Pathfinder,1,27232.91,0.0854,24906.63,West,White,SP268,24906.63
SALE000048,2023-07-19,Volkswagen,Golf,13,32164.38,0.0014,32119.66,East,Brown,SP903,417555.55
SALE000049,2023-08-05,Nissan,Rogue,8,24163.63,0.097,21820.58,Central,Blue,SP835,174564.64
SALE000050,2023-04-08,Nissan,Sentra,33,22175.35,0.0675,20678.0,East,Black,SP159,682374.1
SALE000051,2023-06-10,Kia,Optima,15,20540.48,0.0438,19641.78,North,White,SP698,294626.63
SALE000052,2023-01-30,Nissan,Sentra,24,24974.49,0.0727,23158.2,Central,White,SP971,555796.73
SALE000053,2023-11-01,Ford,F-150,49,31946.31,0.0494,30368.95,North,Blue,SP982,1488078.75
SALE000054,2023-03-03,BMW,X5,39,58467.81,0.0602,54949.47,Central,Black,SP692,2143029.36
SALE000055,2023-11-14,Kia,Optima,49,24190.06,0.0534,22899.37,North,Gray,SP773,1122069.14
SALE000056,2023-05-14,Kia,Sportage,2,22011.79,0.0103,21785.16,South,Blue,SP833,43570.32
SALE000057,2023-05-16,Audi,A6,37,44574.66,0.1269,38919.46,West,Black,SP787,1440020.05
SALE000058,2023-06-11,Mercedes,GLE,2,62786.06,0.0896,57163.15,North,White,SP569,114326.3
SALE000059,2023-02-07,Kia,Optima,6,20865.04,0.1344,18060.21,Central,Black,SP618,108361.28
SALE000060,2023-06-28,Mercedes,E-Class,11,46748.68,0.0484,44484.55,North,Black,SP478,489330.03
SALE000061,2023-08-13,Mercedes,E-Class,38,46730.72,0.1265,40821.1,Central,Blue,SP409,1551201.75
SALE000062,2023-12-08,Kia,Optima,6,21554.83,0.1633,18035.22,Central,Silver,SP779,108211.32
SALE000063,2023-05-16,Honda,Accord,16,27743.57,0.0642,25963.65,North,White,SP860,415418.45
SALE000064,2023-05-20,Hyundai,Sonata,6,23900.74,0.1717,19797.66,East,Red,SP315,118785.95
SALE000065,2023-12-18,Audi,A6,36,41552.61,0.1024,37296.85,East,Red,SP600,1342686.58
SALE000066,2023-02-17,Mercedes,C-Class,19,46547.19,0.0192,45651.84,West,Brown,SP383,867384.97
SALE000067,2023-06-20,Toyota,Camry,41,25954.69,0.0773,23947.17,South,Blue,SP368,981834.0
SALE000068,2023-10-10,Ford,Escape,18,29891.18,0.1351,25851.75,West,Red,SP109,465331.41
SALE000069,2023-12-20,Honda,Civic,25,24487.17,0.1083,21835.46,South,Red,SP136,545886.61
SALE000070,2023-08-09,Audi,A6,42,43773.06,0.132,37995.16,South,White,SP415,1595796.54
SALE000071,2023-07-03,Audi,A4,26,50435.95,0.1033,45224.55,South,Blue,SP355,1175838.19
SALE000072,2023-10-14,Honda,CR-V,49,24657.63,0.0186,24198.49,West,Red,SP867,1185726.07
SALE000073,2023-03-25,Ford,Mustang,12,28326.44,0.1765,23326.05,South,Gray,SP125,279912.61
SALE000074,2023-07-30,Ford,Explorer,9,26761.68,0.1401,23013.13,South,Silver,SP263,207118.17
SALE000075,2023-01-20,Honda,Pilot,16,28064.97,0.1774,23085.76,West,Black,SP304,369372.15
SALE000076,2023-06-06,Nissan,Rogue,33,24681.75,0.0168,24266.41,South,Black,SP124,800791.39
SALE000077,2023-06-18,BMW,X5,8,61838.49,0.1338,53564.65,East,Brown,SP171,428517.16
SALE000078,2023-11-25,Mercedes,GLC,35,60806.09,0.188,49372.92,Central,Gray,SP795,1728052.28
SALE000079,2023-01-15,Hyundai,Tucson,25,20723.28,0.0322,20056.79,North,Silver,SP282,501419.65
SALE000080,2023-01-20,Kia,Sportage,18,21936.7,0.0897,19969.31,North,Red,SP544,359447.59
SALE000081,2023-08-12,Audi,Q5,41,43018.51,0.0036,42862.99,Central,Red,SP218,1757382.79
SALE000082,2023-05-11,Volkswagen,Passat,14,28952.4,0.1493,24629.86,North,Blue,SP546,344817.99
SALE000083,2023-07-06,Toyota,Corolla,8,26746.12,0.1315,23228.4,West,White,SP780,185827.21
SALE000084,2023-12-06,Audi,Q5,33,46391.37,0.1018,41670.45,North,Blue,SP407,1375124.97
SALE000085,2023-12-08,Hyundai,Tucson,22,21919.93,0.0488,20850.28,West,Silver,SP512,458706.22
SALE000086,2023-04-09,Mercedes,E-Class,38,52597.37,0.0973,47477.1,West,Blue,SP488,1804129.75
SALE000087,2023-07-27,Ford,Explorer,8,28734.38,0.159,24166.7,Central,Brown,SP100,193333.58
SALE000088,2023-04-18,Mercedes,GLC,30,64210.89,0.1338,55620.45,West,Brown,SP693,1668613.44
SALE000089,2023-08-27,Kia,Sportage,33,20659.07,0.1445,17674.03,West,Gray,SP791,583243.06
SALE000090,2023-03-28,BMW,X5,19,59342.45,0.1537,50220.87,North,Silver,SP627,954196.61
SALE000091,2023-02-17,Kia,Sportage,17,24176.02,0.094,21903.74,South,Blue,SP417,372363.62
SALE000092,2023-03-17,BMW,5 Series,46,63353.91,0.074,58663.71,North,White,SP350,2698530.65
SALE000093,2023-08-22,Nissan,Altima,41,26174.74,0.0662,24443.28,West,Blue,SP689,1002174.45
SALE000094,2023-09-11,BMW,X5,46,63959.86,0.1927,51633.26,West,Black,SP251,2375129.97
SALE000095,2023-08-06,Toyota,Camry,33,22876.73,0.0611,21478.06,South,Black,SP923,708775.99
SALE000096,2023-01-26,Hyundai,Santa Fe,32,24615.23,0.0634,23055.01,Central,Black,SP968,737760.27
SALE000097,2023-03-10,Honda,Pilot,18,26295.37,0.1872,21372.06,West,Blue,SP643,384697.13
SALE000098,2023-08-15,Hyundai,Tucson,3,23322.28,0.0194,22869.0,Central,Brown,SP836,68607.01
SALE000099,2023-10-08,Hyundai,Santa Fe,32,23787.26,0.0717,22081.02,West,Black,SP861,706592.48
SALE000100,2023-05-13,Nissan,Pathfinder,27,27620.87,0.0645,25839.04,South,Brown,SP752,697654.17
SALE000101,2023-11-17,Mercedes,GLE,40,64858.76,0.1405,55746.31,South,Silver,SP550,2229852.43
SALE000102,2023-05-01,Honda,CR-V,48,26274.66,0.0593,24716.52,East,Silver,SP427,1186392.93
SALE000103,2023-03-12,Hyundai,Elantra,26,24426.52,0.1734,20190.61,South,Black,SP492,524955.81
SALE000104,2023-02-02,Ford,Mustang,13,25656.93,0.001,25630.32,West,Gray,SP438,333194.22
SALE000105,2023-08-01,Hyundai,Santa Fe,36,24372.16,0.13,21203.96,North,Black,SP952,763342.38
SALE000106,2023-10-27,Volkswagen,Atlas,46,31774.76,0.178,26118.82,North,Brown,SP883,1201465.66
SALE000107,2023-09-02,Kia,Sorento,23,19921.51,0.1158,17615.14,North,Silver,SP405,405148.16
SALE000108,2023-10-03,Volkswagen,Atlas,32,30469.68,0.0072,30250.65,Central,Brown,SP717,968020.8
SALE000109,2023-04-23,BMW,X5,25,54463.99,0.1964,43769.0,East,Gray,SP597,1094224.89
SALE000110,2023-06-22,Toyota,Highlander,22,25454.17,0.0061,25298.9,West,Blue,SP269,556575.76
SALE000111,2023-11-15,Nissan,Sentra,42,25548.48,0.072,23708.02,Central,White,SP503,995736.64
SALE000112,2023-02-12,Kia,Optima,37,22097.87,0.154,18694.83,West,Black,SP987,691708.58
SALE000113,2023-01-26,Nissan,Sentra,44,26233.21,0.0915,23834.1,East,Gray,SP435,1048700.55
SALE000114,2023-06-17,BMW,X5,6,53254.68,0.1063,47595.26,East,Brown,SP488,285571.53
SALE000115,2023-05-10,Mercedes,GLE,47,64889.91,0.0277,63094.37,North,Gray,SP119,2965435.2
SALE000116,2023-06-29,Hyundai,Elantra,16,25188.92,0.1033,22587.91,South,Blue,SP170,361406.57
SALE000117,2023-05-07,Toyota,Camry,30,22705.34,0.0798,20894.27,South,Brown,SP120,626828.02
SALE000118,2023-05-03,Kia,Forte,19,21731.47,0.0157,21390.48,South,Gray,SP785,406419.03
SALE000119,2023-08-27,Honda,Accord,37,24358.54,0.0162,23964.55,East,Brown,SP477,886688.37
SALE000120,2023-03-25,Ford,F-150,9,34866.72,0.0116,34460.92,East,White,SP692,310148.24
SALE000121,2023-10-22,Toyota,RAV4,1,24711.76,0.048,23526.65,West,Gray,SP832,23526.65
SALE000122,2023-10-31,BMW,3 Series,48,54789.53,0.1869,44548.12,South,White,SP813,2138309.65
SALE000123,2023-10-17,Mercedes,C-Class,1,52366.71,0.1476,44638.46,North,Silver,SP645,44638.46
SALE000124,2023-02-05,Volkswagen,Tiguan,5,30670.32,0.0839,28096.47,Central,Blue,SP449,140482.33
SALE000125,2023-09-08,Toyota,Highlander,12,25330.19,0.0317,24526.48,North,Gray,SP470,294317.77
SALE000126,2023-08-11,Nissan,Sentra,22,21669.09,0.0232,21166.05,South,Blue,SP634,465653.15
SALE000127,2023-08-27,Mercedes,GLE,5,57335.08,0.0623,53764.1,West,Brown,SP848,268820.49
SALE000128,2023-06-15,Kia,Sportage,5,21886.36,0.0196,21458.11,South,Brown,SP188,107290.57
SALE000129,2023-05-05,Mercedes,GLE,48,66230.27,0.0693,61643.1,West,Red,SP724,2958869.0
SALE000130,2023-01-15,Volkswagen,Tiguan,30,30898.64,0.0096,30601.65,West,Brown,SP432,918049.47
SALE000131,2023-04-19,Ford,Escape,5,30165.41,0.0522,28591.42,East,Brown,SP364,142957.09
SALE000132,2023-11-02,Audi,Q5,10,47157.91,0.1006,42412.54,East,Red,SP110,424125.39
SALE000133,2023-02-13,Hyundai,Sonata,1,23181.14,0.1368,20010.13,South,Blue,SP516,20010.13
SALE000134,2023-12-20,Nissan,Sentra,16,21938.73,0.1285,19119.96,West,Blue,SP828,305919.32
SALE000135,2023-01-09,Nissan,Pathfinder,49,30915.07,0.1273,26980.18,North,Silver,SP326,1322028.7
SALE000136,2023-06-06,Volkswagen,Passat,20,30452.85,0.0776,28088.67,Central,Silver,SP584,561773.48
SALE000137,2023-08-06,Hyundai,Tucson,33,22807.96,0.1091,20319.08,Central,Silver,SP460,670529.6
SALE000138,2023-06-06,Nissan,Rogue,37,24604.51,0.1641,20567.27,East,Black,SP223,760988.99
SALE000139,2023-03-03,BMW,X3,40,63242.6,0.0392,60766.13,Central,Brown,SP806,2430645.28
SALE000140,2023-04-21,Ford,Mustang,13,26401.7,0.0755,24409.64,West,Silver,SP841,317325.37
SALE000141,2023-02-21,Kia,Sportage,35,21280.84,0.1311,18489.97,South,Silver,SP332,647149.1
SALE000142,2023-06-04,Audi,A6,29,49172.85,0.0047,48943.98,North,Blue,SP646,1419375.44
SALE000143,2023-01-24,Ford,Explorer,34,26659.89,0.0992,24015.03,North,Red,SP399,816510.99
SALE000144,2023-02-22,Ford,Escape,45,30445.23,0.0078,30206.62,North,Red,SP391,1359298.02
SALE000145,2023-08-14,Nissan,Pathfinder,25,30548.05,0.0564,28824.93,East,Black,SP152,720623.22
SALE000146,2023-02-28,Mercedes,GLE,10,61444.92,0.1137,54458.38,North,Gray,SP603,544583.83
SALE000147,2023-03-19,Honda,Civic,35,28550.63,0.0825,26194.53,South,Brown,SP676,916808.59
SALE000148,2023-05-08,Mercedes,C-Class,18,45600.16,0.1161,40305.58,North,Red,SP882,725500.44
SALE000149,2023-09-25,Volkswagen,Passat,23,32584.54,0.1717,26990.34,West,Gray,SP553,620777.89
SALE000150,2023-06-06,Mercedes,GLE,49,64644.46,0.148,55078.26,Central,Red,SP161,2698834.72
SALE000151,2023-04-17,Kia,Optima,35,20253.75,0.1805,16597.73,South,Silver,SP776,580920.68
SALE000152,2023-05-03,Honda,Accord,20,27697.58,0.064,25924.66,South,Red,SP176,518493.2
SALE000153,2023-07-29,Ford,F-150,19,32855.44,0.0022,32784.22,West,Blue,SP708,622900.27
SALE000154,2023-01-17,Nissan,Rogue,41,25666.29,0.071,23844.47,South,Silver,SP823,977623.27
SALE000155,2023-02-06,Mercedes,GLE,28,68016.77,0.1901,55085.32,South,Silver,SP906,1542389.09
SALE000156,2023-08-06,Kia,Forte,19,21969.31,0.0167,21603.37,North,Red,SP330,410464.03
SALE000157,2023-03-14,Ford,Explorer,5,26841.98,0.0657,25077.58,North,White,SP269,125387.89
SALE000158,2023-08-13,Mercedes,GLC,21,65549.63,0.1583,55172.09,North,Gray,SP805,1158613.83
SALE000159,2023-05-20,Mercedes,GLE,39,57298.25,0.0989,51632.37,Central,Red,SP605,2013662.29
SALE000160,2023-11-03,Nissan,Altima,39,26380.47,0.0112,26085.69,North,Gray,SP852,1017341.85
SALE000161,2023-01-14,Audi,Q5,35,49566.88,0.0702,46088.13,North,Black,SP790,1613084.46
SALE000162,2023-12-11,Kia,Optima,18,24062.07,0.1376,20750.98,East,Red,SP141,373517.73
SALE000163,2023-09-23,Ford,Escape,44,30054.46,0.1677,25014.44,West,Silver,SP285,1100635.48
SALE000164,2023-11-22,Kia,Sorento,46,22884.26,0.0146,22551.23,West,White,SP581,1037356.79
SALE000165,2023-06-20,Audi,Q7,27,47897.43,0.0163,47118.15,East,Blue,SP207,1272190.06
SALE000166,2023-07-30,Ford,Explorer,37,26506.08,0.1163,23424.45,West,Silver,SP778,866704.81
SALE000167,2023-08-21,Volkswagen,Golf,45,29223.85,0.1626,24473.22,North,Silver,SP358,1101295.06
SALE000168,2023-07-26,Audi,A4,7,50471.21,0.1507,42866.43,Central,Brown,SP101,300065.0
SALE000169,2023-07-31,Hyundai,Santa Fe,6,23957.63,0.0963,21649.71,North,Black,SP630,129898.26
SALE000170,2023-11-17,Audi,Q7,44,46537.32,0.0848,42588.89,West,Brown,SP152,1873911.11
SALE000171,2023-10-09,BMW,X3,26,56513.95,0.0869,51603.43,South,Silver,SP548,1341689.23
SALE000172,2023-01-15,Nissan,Altima,45,21654.5,0.0937,19624.78,Central,Brown,SP345,883114.99
SALE000173,2023-10-10,Ford,Explorer,20,25865.38,0.0235,25257.41,North,Red,SP517,505148.16
SALE000174,2023-02-28,Honda,Accord,41,27269.9,0.1362,23555.52,West,White,SP763,965776.51
SALE000175,2023-05-30,Ford,Escape,28,30588.17,0.075,28294.85,Central,Blue,SP379,792255.77
SALE000176,2023-08-30,Volkswagen,Atlas,49,27497.35,0.1057,24591.59,South,Gray,SP664,1204988.12
SALE000177,2023-04-08,Ford,Escape,6,29691.81,0.1956,23884.68,Central,Red,SP864,143308.09
SALE000178,2023-05-22,Ford,F-150,45,30530.03,0.1782,25088.7,West,Silver,SP906,1128991.72
SALE000179,2023-01-02,Hyundai,Tucson,21,25267.64,0.0148,24894.71,East,Blue,SP405,522788.85
SALE000180,2023-03-18,Kia,Sorento,35,22859.81,0.0151,22514.93,West,Red,SP595,788022.41
SALE000181,2023-10-10,Audi,Q5,47,47190.47,0.1391,40623.93,Central,Gray,SP566,1909324.64
SALE000182,2023-12-24,Audi,A6,31,50561.65,0.1394,43514.11,South,Red,SP492,1348937.53
SALE000183,2023-01-23,BMW,X5,3,63193.55,0.0091,62619.17,East,Blue,SP584,187857.5
SALE000184,2023-12-06,Volkswagen,Atlas,12,32752.21,0.0116,32373.18,South,Gray,SP137,388478.11
SALE000185,2023-02-21,Ford,Explorer,38,27751.68,0.124,24309.74,West,White,SP638,923769.96
SALE000186,2023-03-15,Nissan,Altima,8,22414.46,0.1294,19514.71,West,Brown,SP770,156117.67
SALE000187,2023-08-29,Ford,F-150,8,32614.53,0.1167,28807.4,East,Silver,SP738,230459.17
SALE000188,2023-06-18,Volkswagen,Golf,28,29162.07,0.052,27645.93,Central,Gray,SP424,774086.17
SALE000189,2023-11-13,Nissan,Altima,27,24951.18,0.1072,22275.93,North,Black,SP746,601450.18
SALE000190,2023-02-16,Mercedes,E-Class,33,47147.58,0.1206,41463.64,West,White,SP878,1368300.07
SALE000191,2023-03-27,Honda,Pilot,48,24245.61,0.1822,19828.41,East,White,SP147,951763.82
SALE000192,2023-05-31,Audi,A4,6,50138.16,0.1451,42860.91,East,Silver,SP541,257165.47
SALE000193,2023-09-29,Ford,Mustang,47,30347.39,0.0165,29845.15,West,Red,SP798,1402722.06
SALE000194,2023-03-31,Ford,Mustang,30,30049.96,0.009,29778.2,North,Red,SP991,893345.88
SALE000195,2023-09-12,Volkswagen,Passat,33,31665.61,0.0961,28623.37,Central,Black,SP337,944571.13
SALE000196,2023-08-24,Nissan,Rogue,47,22322.0,0.1188,19669.56,East,Blue,SP109,924469.45
SALE000197,2023-12-13,Nissan,Rogue,25,26255.59,0.1684,21833.52,Central,Black,SP175,545838.1
SALE000198,2023-10-28,Nissan,Rogue,13,21904.86,0.0074,21743.54,East,Blue,SP534,282666.08
SALE000199,2023-06-04,Mercedes,GLE,1,56330.63,0.0151,55481.63,South,Gray,SP973,55481.63
SALE000200,2023-05-02,Nissan,Altima,28,25501.92,0.1999,20402.98,West,Red,SP467,571283.33
SALE000201,2023-12-25,Kia,Sportage,38,23817.93,0.117,21030.52,East,White,SP949,799159.76
SALE000202,2023-01-05,Volkswagen,Tiguan,37,31542.49,0.0756,29158.82,Central,Brown,SP802,1078876.36
SALE000203,2023-05-27,Toyota,Highlander,21,24752.72,0.0258,24113.31,South,Red,SP921,506379.52
SALE000204,2023-11-22,Audi,A6,45,46976.81,0.0457,44828.63,South,Red,SP356,2017288.26
SALE000205,2023-11-18,Ford,F-150,49,35327.03,0.0094,34995.69,North,Silver,SP907,1714788.68
SALE000206,2023-10-24,Nissan,Altima,31,22145.08,0.1343,19170.67,East,Blue,SP234,594290.82
SALE000207,2023-06-17,Honda,CR-V,34,25876.3,0.1663,21573.74,West,Black,SP305,733507.04
SALE000208,2023-09-29,Ford,Explorer,12,29771.76,0.1936,24008.1,Central,Silver,SP950,288097.24
SALE000209,2023-09-04,Ford,Explorer,30,30109.26,0.0807,27679.55,East,Blue,SP991,830386.38
SALE000210,2023-08-28,Audi,A4,48,45816.42,0.0841,41962.93,North,Black,SP872,2014220.7
SALE000211,2023-10-13,BMW,X5,37,59907.62,0.1408,51471.67,East,White,SP909,1904451.84
SALE000212,2023-05-16,Volkswagen,Golf,39,27818.23,0.0029,27737.31,Central,White,SP565,1081755.04
SALE000213,2023-10-27,Audi,Q5,38,46994.41,0.1273,41010.67,West,Brown,SP753,1558405.28
SALE000214,2023-12-12,Audi,A4,15,45424.77,0.1808,37210.53,South,Gray,SP125,558157.95
SALE000215,2023-11-09,Kia,Sportage,38,21784.01,0.1821,17817.27,South,Blue,SP164,677056.14
SALE000216,2023-11-29,Nissan,Rogue,30,24586.02,0.1725,20345.6,West,White,SP243,610368.05
SALE000217,2023-06-05,Toyota,Camry,5,26482.36,0.0919,24049.44,West,White,SP199,120247.21
SALE000218,2023-07-18,BMW,5 Series,17,58407.76,0.0516,55391.06,West,Silver,SP786,941648.1
SALE000219,2023-10-28,Hyundai,Santa Fe,24,20910.96,0.1242,18314.63,South,Gray,SP770,439551.15
SALE000220,2023-11-12,Honda,Pilot,2,25109.51,0.1267,21928.63,West,Silver,SP133,43857.27
SALE000221,2023-08-16,Audi,A6,48,44542.38,0.1075,39756.18,West,Black,SP975,1908296.72
SALE000222,2023-12-18,Audi,A4,23,42578.02,0.0304,41284.48,East,Red,SP760,949542.97
SALE000223,2023-07-23,Audi,A4,16,47296.05,0.0364,45575.61,East,Black,SP225,729209.73
SALE000224,2023-12-06,Nissan,Altima,25,25904.58,0.0948,23449.02,South,Blue,SP754,586225.61
SALE000225,2023-01-26,Kia,Optima,29,24081.69,0.1204,21182.57,East,Black,SP228,614294.4
SALE000226,2023-02-05,Kia,Forte,19,23415.88,0.069,21799.8,Central,Black,SP700,414196.15
SALE000227,2023-06-18,BMW,5 Series,42,54721.02,0.0177,53750.24,South,Brown,SP710,2257510.14
SALE000228,2023-03-16,Toyota,RAV4,1,25172.12,0.0712,23379.91,South,Red,SP356,23379.91
SALE000229,2023-12-05,Ford,F-150,46,32687.89,0.1007,29396.76,North,Black,SP115,1352250.97
SALE000230,2023-10-29,Audi,A6,45,44358.56,0.0185,43539.78,East,White,SP278,1959290.3
SALE000231,2023-03-06,Mercedes,C-Class,47,49227.84,0.0164,48422.88,West,Red,SP216,2275875.17
SALE000232,2023-08-18,Honda,Pilot,30,24216.28,0.0755,22388.99,East,Red,SP707,671669.62
SALE000233,2023-09-15,Honda,Pilot,17,24839.76,0.1612,20834.59,South,Red,SP144,354188.04
SALE000234,2023-08-23,Hyundai,Tucson,49,23447.48,0.1973,18822.43,North,White,SP590,922299.16
SALE000235,2023-12-18,Volkswagen,Atlas,47,29222.83,0.0969,26391.0,North,Gray,SP829,1240377.16
SALE000236,2023-02-11,Nissan,Altima,26,25247.79,0.1063,22565.13,East,Red,SP251,586693.45
SALE000237,2023-05-21,Honda,Accord,2,27286.85,0.0073,27086.66,Central,Blue,SP699,54173.31
SALE000238,2023-07-15,Hyundai,Tucson,7,23860.96,0.1689,19831.13,Central,Red,SP401,138817.89
SALE000239,2023-02-20,Nissan,Pathfinder,43,28984.97,0.0214,28363.69,North,Brown,SP770,1219638.86
SALE000240,2023-08-09,Hyundai,Sonata,38,23150.04,0.0485,22027.4,West,Black,SP523,837041.19
SALE000241,2023-07-24,Audi,Q7,25,48184.13,0.0365,46427.49,West,Blue,SP197,1160687.3
SALE000242,2023-06-10,Audi,Q7,39,44363.13,0.0423,42487.03,East,Silver,SP256,1656994.21
SALE000243,2023-02-16,Nissan,Altima,26,24169.61,0.0466,23042.26,North,White,SP542,599098.76
SALE000244,2023-03-08,Honda,CR-V,13,26486.68,0.1358,22889.25,Central,White,SP700,297560.21
SALE000245,2023-12-10,Hyundai,Tucson,3,23684.59,0.0959,21412.85,North,Gray,SP462,64238.55
SALE000246,2023-05-28,Volkswagen,Golf,36,30222.64,0.1174,26675.46,Central,Silver,SP460,960316.65
SALE000247,2023-03-21,Honda,Accord,8,26449.98,0.1129,23464.0,West,Black,SP967,187711.97
SALE000248,2023-10-12,Honda,CR-V,42,24875.63,0.0726,23069.25,East,White,SP880,968908.49
SALE000249,2023-08-08,Mercedes,E-Class,26,49032.53,0.0489,46636.28,Central,Brown,SP938,1212543.26
SALE000250,2023-11-08,Kia,Optima,45,21253.53,0.1867,17284.68,East,White,SP284,777810.63
SALE000251,2023-06-23,Mercedes,GLC,22,58972.15,0.0731,54662.97,East,White,SP285,1202585.44
SALE000252,2023-02-05,Ford,Escape,48,26099.82,0.0373,25125.95,South,Blue,SP748,1206045.45
SALE000253,2023-09-29,Toyota,Camry,30,23366.87,0.1794,19175.95,South,Gray,SP529,575278.49
SALE000254,2023-03-22,Nissan,Rogue,3,24117.65,0.0821,22138.09,East,Silver,SP838,66414.27
SALE000255,2023-01-27,Audi,A4,36,50574.75,0.1793,41505.58,South,Black,SP872,1494200.95
SALE000256,2023-12-12,Kia,Optima,20,24065.67,0.1731,19899.87,North,Silver,SP553,397997.36
SALE000257,2023-11-07,Volkswagen,Atlas,6,32850.4,0.0981,29626.14,West,Gray,SP379,177756.85
