date,store_id,product,region,sales
2022-01-16,101,Clothing,West,341.8053077297621
2022-01-16,102,Grocery,East,1546.2808624075244
2022-01-16,102,Clothing,East,87.06151804931392
2022-01-16,102,Clothing,West,65.81265900161802
2022-01-16,103,Electronics,South,403.47751486435794
2022-01-16,103,Clothing,East,1188.8115288112076
2022-01-16,104,Electronics,West,478.7211063630423
2022-01-16,104,Grocery,East,1312.6579937969254
2022-01-16,104,Furniture,West,237.0458949682475
2022-01-16,105,Clothing,East,151.21900945064885
2022-01-17,101,Grocery,South,962.9832918953856
2022-01-17,101,Grocery,South,226.42623060066902
2022-01-17,102,Electronics,North,1421.5966394604707
2022-01-17,102,Clothing,East,908.0353703783968
2022-01-17,102,Electronics,North,1698.0476769565144
2022-01-17,103,Clothing,East,1873.173039844323
2022-01-17,103,Grocery,South,152.11404446032276
2022-01-17,103,Electronics,South,1689.1164962311627
2022-01-17,103,Clothing,North,440.50713198156865
2022-01-17,104,Grocery,North,1533.2333052534718
2022-01-17,104,Electronics,South,1307.6336704587827
2022-01-17,105,Electronics,South,991.4241887942701
2022-01-17,105,Clothing,East,1033.7314014172885
2022-01-17,105,Furniture,South,150.88083865437653
2022-01-18,101,Clothing,East,282.5427766594778
2022-01-18,101,Grocery,South,339.8764380901357
2022-01-18,101,Clothing,East,1380.7651587904631
2022-01-18,101,Grocery,North,348.60319406377823
2022-01-18,102,Electronics,North,1512.994544423912
2022-01-18,103,Furniture,North,1684.8495121884525
2022-01-18,103,Electronics,South,1606.8832008522324
2022-01-18,104,Grocery,North,900.6776053385969
2022-01-18,105,Grocery,North,1655.5914632240788
2022-01-18,105,Grocery,South,595.5744079664312
2022-01-18,105,Electronics,West,411.00952476530364
2022-01-18,105,Grocery,East,1030.3661764533745
2022-01-19,101,Clothing,West,1986.7647381728038
2022-01-19,101,Clothing,West,225.96602455320112
2022-01-19,102,Grocery,North,1702.7250428014718
2022-01-19,102,Grocery,East,1291.2308367349729
2022-01-19,102,Furniture,East,1339.0044261088715
2022-01-19,102,Electronics,South,1664.6454646876261
2022-01-19,103,Clothing,North,624.105017671165
2022-01-19,103,Clothing,North,732.0434729937385
2022-01-19,104,Electronics,South,1753.2501186021059
2022-01-19,105,Furniture,South,735.761854260161
2022-01-19,105,Clothing,South,1759.342654648817
2022-01-19,105,Clothing,East,538.4557351568867
2022-01-20,101,Clothing,West,846.8848052674355
2022-01-20,102,Clothing,South,512.5510501397938
2022-01-20,102,Furniture,North,1050.6829151545533
2022-01-20,102,Grocery,South,1802.4510735646654
2022-01-20,103,Electronics,West,959.539716697493
2022-01-20,103,Clothing,East,466.17287585989857
2022-01-20,103,Clothing,South,565.6747373903971
2022-01-20,104,Electronics,South,1282.724983734753
2022-01-20,104,Furniture,South,1030.6150379652863
2022-01-20,105,Clothing,West,260.33322869848604
2022-01-20,105,Electronics,East,1628.2122200732383
2022-01-20,105,Furniture,South,781.1480996849325
2022-01-21,101,Clothing,West,1644.2481354013823
2022-01-21,101,Electronics,East,600.9147894296152
2022-01-21,101,Clothing,East,858.7837833453493
2022-01-21,102,Clothing,East,1456.508895136116
2022-01-21,103,Grocery,South,1622.4707418608236
2022-01-21,103,Furniture,East,1939.0314674695767
2022-01-21,103,Grocery,North,270.0598953748318
2022-01-21,104,Clothing,South,197.22333816057184
2022-01-21,104,Clothing,North,105.05580309320105
2022-01-21,105,Furniture,South,1597.2988985284017
2022-01-21,105,Electronics,West,672.6161596413933
2022-01-21,105,Clothing,West,1851.538162191416
2022-01-21,105,Electronics,South,1707.0359032744907
2022-01-22,101,Grocery,South,1483.4741957133626
2022-01-22,101,Grocery,North,1912.9510589616596
2022-01-22,101,Grocery,West,876.4445885439666
2022-01-22,102,Electronics,South,1377.4388776657117
2022-01-22,102,Electronics,South,1519.8286851298694
2022-01-22,102,Furniture,West,317.09384152580117
2022-01-22,103,Clothing,South,1947.034574763834
2022-01-22,104,Furniture,West,1006.0909460094628
2022-01-22,105,Furniture,West,421.784324194795
2022-01-22,105,Furniture,South,368.28605548937924
2022-01-23,101,Electronics,East,1351.3458809705803
2022-01-23,102,Furniture,North,747.3145834931946
2022-01-23,103,Furniture,East,410.5917846100587
2022-01-23,103,Electronics,West,1681.4891006580372
2022-01-23,103,Clothing,East,1224.833389186215
2022-01-23,103,Furniture,South,678.965498718568
2022-01-23,104,Grocery,East,1195.4058133352391
2022-01-23,104,Clothing,North,845.9317558626802
2022-01-23,104,Furniture,South,283.3211775333393
2022-01-23,105,Grocery,North,920.6059554688816
2022-01-24,101,Clothing,East,1911.0134094855114
2022-01-24,102,Grocery,West,2127.9496582402744
2022-01-24,103,Electronics,North,1789.8384454730608
2022-01-24,104,Electronics,East,247.2160915269138
2022-01-24,104,Electronics,South,1381.6665091254056
2022-01-24,104,Grocery,North,2056.997690089204
2022-01-24,105,Electronics,South,139.93393461546154
2022-01-25,101,Grocery,East,1748.6977680428768
2022-01-25,101,Clothing,South,359.2943452609923
2022-01-25,102,Electronics,East,2061.740889184724
2022-01-25,102,Clothing,East,666.8400052236849
2022-01-25,102,Furniture,East,104.99876728426409
2022-01-25,103,Electronics,South,1864.7176306253468
2022-01-25,103,Clothing,West,1041.4343018819952
2022-01-25,103,Grocery,North,890.4088789848298
2022-01-25,103,Furniture,North,1094.690774309241
2022-01-25,104,Furniture,South,104.70051353697062
2022-01-25,104,Furniture,South,92.22804683962208
2022-01-25,104,Grocery,West,1778.916844655342
2022-01-25,104,Clothing,South,695.9248594481869
2022-01-25,105,Grocery,North,1349.1285845523732
2022-01-26,101,Clothing,North,1287.7649760842605
2022-01-26,101,Electronics,North,424.9393555431481
2022-01-26,101,Clothing,North,666.9083851099173
2022-01-26,101,Furniture,North,118.20109391702822
2022-01-26,102,Electronics,South,134.5656753663709
2022-01-26,103,Grocery,East,1734.4103275550735
2022-01-26,103,Electronics,North,246.43487068929772
2022-01-26,103,Furniture,West,940.8593544257034
2022-01-26,103,Electronics,South,381.9700739094574
2022-01-26,104,Clothing,North,298.6787325055782
2022-01-26,105,Furniture,North,506.6033129148036
2022-01-26,105,Furniture,North,152.65330996673515
2022-01-26,105,Clothing,East,1707.1645037816552
2022-01-27,101,Furniture,South,1758.9792651679707
2022-01-27,101,Clothing,West,1085.0237032912369
2022-01-27,102,Electronics,West,1261.9110732295449
2022-01-27,103,Clothing,North,798.0704596843574
2022-01-27,103,Clothing,North,1410.1855382335254
2022-01-27,104,Electronics,East,1214.7916217220513
2022-01-27,104,Grocery,West,784.8778450772188
2022-01-27,105,Clothing,North,153.12551937199777
2022-01-27,105,Grocery,North,1801.2114252373149
2022-01-27,105,Electronics,North,170.69363910652496
2022-01-27,105,Clothing,South,1284.0264557720789
2022-01-28,101,Furniture,West,1220.5146043462287
2022-01-28,101,Clothing,West,1286.052192540379
2022-01-28,101,Electronics,East,1884.0879931375496
2022-01-28,101,Electronics,North,1446.0893365353213
2022-01-28,102,Clothing,South,462.5647588711145
2022-01-28,102,Furniture,South,1633.2726384448756
2022-01-28,102,Electronics,South,1674.2468111892904
2022-01-28,103,Grocery,North,1361.0496937465523
2022-01-28,103,Electronics,North,1378.6127253246107
2022-01-28,104,Electronics,East,259.9034110858315
2022-01-28,104,Clothing,South,96.12915924223918
2022-01-28,104,Grocery,West,390.56519979760657
2022-01-28,104,Electronics,North,1670.5425950329693
2022-01-28,105,Clothing,West,1341.5440655806597
2022-01-28,105,Furniture,North,1326.8731954375467
2022-01-28,105,Clothing,South,1483.0157146903816
2022-01-28,105,Grocery,East,1830.9194434426618
2022-01-29,101,Grocery,East,184.6842586990115
2022-01-29,102,Furniture,East,1076.2755463010355
2022-01-29,103,Furniture,South,1067.7329130991013
2022-01-29,103,Grocery,North,251.49493893580427
2022-01-29,104,Electronics,East,536.5229858150313
2022-01-29,105,Clothing,South,520.0865782093575
2022-01-29,105,Electronics,East,1977.7931277543985
2022-01-30,101,Electronics,North,2145.528795452867
2022-01-30,101,Clothing,South,455.93735212523353
2022-01-30,101,Grocery,North,1446.2879903033706
2022-01-30,102,Clothing,West,348.1639099000036
2022-01-30,102,Electronics,North,224.15704806368558
2022-01-30,102,Furniture,West,74.76432842316811
2022-01-30,102,Electronics,West,613.5481212858189
2022-01-30,103,Furniture,East,254.66375765061724
2022-01-30,103,Grocery,West,885.5260657373087
2022-01-30,104,Furniture,South,587.4672015970199
2022-01-30,104,Furniture,West,1070.4706460415503
2022-01-30,104,Furniture,South,1875.5523647003765
2022-01-30,105,Grocery,East,1457.5071272356433
2022-01-30,105,Grocery,East,1034.2526812878648
2022-01-31,101,Electronics,North,242.3468879984017
2022-01-31,101,Furniture,South,462.3723090905905
2022-01-31,101,Electronics,South,1722.717710256046
2022-01-31,101,Furniture,North,1672.9854971117386
2022-01-31,102,Furniture,East,364.3075109922728
2022-01-31,102,Furniture,East,468.5088373487161
2022-01-31,103,Grocery,North,2229.784482835716
2022-01-31,103,Clothing,West,720.2457090045181
2022-01-31,103,Grocery,West,2137.3835027094638
2022-01-31,104,Clothing,East,217.7592770245773
2022-01-31,104,Grocery,West,1095.6778313927443
2022-01-31,104,Clothing,East,1218.2882388892544
2022-01-31,105,Furniture,East,1716.9062143888486
2022-01-31,105,Electronics,North,1385.157222538664
2022-02-01,101,Clothing,South,743.9084811568476
2022-02-01,101,Clothing,West,962.8792445881152
2022-02-01,101,Furniture,South,1457.9632579921802
2022-02-01,102,Clothing,East,485.85682789926693
2022-02-01,102,Furniture,East,431.93136322009667
2022-02-01,103,Clothing,South,1550.9803356958362
2022-02-01,104,Electronics,West,1488.1766527004484
2022-02-01,104,Furniture,North,1218.5785440783955
2022-02-01,104,Electronics,West,124.15442400696533
2022-02-01,104,Clothing,South,1349.8749409677719
2022-02-01,105,Furniture,East,1383.0185289672768
2022-02-01,105,Clothing,North,348.86465059111237
2022-02-01,105,Grocery,West,1722.3140597073705
2022-02-02,101,Furniture,East,797.9594029501612
2022-02-02,101,Furniture,North,884.4284865283076
2022-02-02,102,Grocery,East,686.8980024508122
2022-02-02,102,Furniture,East,382.6776780219519
2022-02-02,103,Clothing,North,67.02213669733689
2022-02-02,103,Electronics,West,1046.2781959614172
2022-02-02,104,Clothing,South,182.63532709771673
2022-02-02,104,Furniture,West,1169.5180738005504
2022-02-02,104,Electronics,North,508.57720829388944
2022-02-02,105,Grocery,North,472.1031366288985
2022-02-02,105,Clothing,North,632.8442227293156
2022-02-02,105,Grocery,North,1500.85018146818
2022-02-03,101,Clothing,South,532.2408633713515
2022-02-03,101,Electronics,West,578.7987820874146
2022-02-03,101,Grocery,South,118.00736026776224
2022-02-03,102,Clothing,South,469.82566108338534
2022-02-03,102,Grocery,North,1061.8913828461593
2022-02-03,102,Clothing,East,70.93398696833128
2022-02-03,103,Furniture,East,1418.3676256002145
2022-02-03,103,Grocery,East,120.46657669971327
2022-02-03,103,Furniture,West,1221.433971455997
2022-02-03,104,Electronics,North,1407.492641786922
2022-02-03,104,Clothing,South,515.3145252784443
2022-02-03,105,Clothing,East,1886.1537943419523
2022-02-04,101,Furniture,West,2083.7761733665575
2022-02-04,102,Grocery,East,2071.569231304989
2022-02-04,103,Clothing,West,1859.6601232583967
2022-02-04,103,Grocery,North,1059.1325175334898
2022-02-04,103,Grocery,South,640.8230628235203
2022-02-04,104,Electronics,North,1807.5050634073018
2022-02-04,105,Clothing,West,1507.7260722563542
2022-02-05,101,Furniture,West,1432.5640675558022
2022-02-05,101,Electronics,East,962.4500613304637
2022-02-05,102,Electronics,West,544.5899003430076
2022-02-05,102,Electronics,West,1383.465504049881
2022-02-05,102,Clothing,North,966.9838067072641
2022-02-05,103,Electronics,East,548.0163132137938
2022-02-05,103,Furniture,East,1360.3966437787715
2022-02-05,103,Furniture,North,911.8558620476666
2022-02-05,103,Furniture,West,1013.9592234391386
2022-02-05,104,Electronics,West,339.85525091590193
2022-02-05,104,Grocery,North,401.80356086334086
2022-02-05,105,Furniture,South,1373.0218040752777
2022-02-05,105,Clothing,East,92.04643867829364
2022-02-05,105,Electronics,West,1909.9547813980594
2022-02-06,101,Grocery,North,938.453693497234
2022-02-06,101,Grocery,West,1024.290821813446
2022-02-06,101,Furniture,East,2320.176619776237
2022-02-06,102,Grocery,South,1588.0901598120306
2022-02-06,102,Electronics,North,844.9217490237806
2022-02-06,103,Grocery,South,1583.9448883961984
2022-02-06,103,Clothing,East,590.3230378524747
2022-02-06,103,Grocery,West,924.20639037291
2022-02-06,104,Clothing,South,1137.003739509563
2022-02-06,104,Clothing,North,1170.6206089901493
2022-02-06,105,Electronics,South,1277.3437139664447
2022-02-06,105,Grocery,South,840.9645825769
2022-02-07,101,Grocery,West,794.4000277659432
2022-02-07,101,Furniture,West,1538.1734987962143
2022-02-07,102,Clothing,South,1536.1198026384966
2022-02-07,102,Clothing,South,363.3724774027378
2022-02-07,102,Electronics,East,2175.7452611218423
2022-02-07,102,Furniture,West,534.2482893428885
2022-02-07,103,Grocery,East,1053.8405291551367
2022-02-07,103,Electronics,North,879.1541788103061
2022-02-07,103,Furniture,West,290.65677860374467
2022-02-07,104,Electronics,East,1702.5791549107307
2022-02-07,104,Clothing,East,743.012625492299
2022-02-07,105,Furniture,West,655.0047175610067
2022-02-07,105,Furniture,West,193.14297911969422
2022-02-08,101,Clothing,West,847.7791950306789
2022-02-08,102,Furniture,West,1648.350974620646
2022-02-08,102,Furniture,West,1113.9554247919752
2022-02-08,102,Furniture,West,766.2331894602347
2022-02-08,102,Clothing,West,1178.4235879080952
2022-02-08,103,Clothing,South,1000.3175039549149
2022-02-08,104,Grocery,North,321.46500531644585
2022-02-08,104,Clothing,East,401.395907956229
2022-02-08,105,Clothing,West,52.8375098628235
2022-02-09,101,Grocery,West,1426.2342312799688
2022-02-09,101,Electronics,West,1798.874212074233
2022-02-09,101,Grocery,North,2084.3873469265204
2022-02-09,101,Furniture,West,1582.6708685056624
2022-02-09,102,Electronics,West,1008.139530612528
2022-02-09,103,Furniture,North,211.89440734507568
2022-02-09,104,Electronics,North,986.4684571290882
2022-02-09,104,Furniture,West,1895.5599976753833
2022-02-09,104,Furniture,East,1850.7563422885776
2022-02-09,105,Furniture,West,2217.6477230721052
2022-02-09,105,Furniture,South,1795.1255805771575
2022-02-09,105,Furniture,South,1574.4849300154242
2022-02-09,105,Grocery,East,632.8547377885844
2022-02-10,101,Clothing,South,449.3152938099959
2022-02-10,101,Furniture,West,1181.817067857048
2022-02-10,102,Furniture,North,1980.5827243067477
2022-02-10,103,Electronics,South,1708.6009641909013
2022-02-10,103,Clothing,North,1813.7363353224248
2022-02-10,104,Electronics,South,183.97233438651435
2022-02-10,105,Grocery,West,1272.8997707552344
2022-02-10,105,Clothing,South,1886.024335747759
2022-02-10,105,Grocery,North,80.61344562338282
2022-02-10,105,Furniture,West,848.4547942791652
2022-02-11,101,Furniture,North,130.48059592863248
2022-02-11,101,Clothing,South,153.5030971888819
2022-02-11,102,Grocery,South,544.1848809251185
2022-02-11,103,Grocery,West,174.22235245130884
2022-02-11,103,Electronics,North,1250.058558958725
2022-02-11,103,Grocery,North,943.1180264490888
2022-02-11,104,Electronics,West,917.779726577209
2022-02-11,104,Grocery,North,596.7577260138053
2022-02-11,104,Clothing,North,1022.0775438897382
2022-02-11,105,Furniture,East,827.7669767772626
2022-02-12,101,Electronics,South,1375.8074505140535
2022-02-12,101,Grocery,East,1374.503641327937
2022-02-12,101,Electronics,North,416.1539598357099
2022-02-12,102,Electronics,West,1013.2891519279622
2022-02-12,103,Electronics,West,513.3955034710441
2022-02-12,103,Electronics,South,286.4280179986593
2022-02-12,103,Furniture,West,1721.1587794945115
2022-02-12,104,Grocery,North,972.869537250831
2022-02-12,105,Grocery,North,1362.085319028899
2022-02-13,101,Electronics,South,964.564904704038
2022-02-13,102,Grocery,West,1496.520086856792
2022-02-13,102,Grocery,East,919.7289791950152
2022-02-13,103,Clothing,North,141.06442656105972
2022-02-13,104,Electronics,East,255.33102182095556
2022-02-13,104,Grocery,North,127.36060404475631
2022-02-13,104,Clothing,East,1318.6954654750605
2022-02-13,104,Electronics,North,1051.5405657696065
2022-02-13,105,Furniture,East,703.6597130663766
2022-02-13,105,Clothing,East,384.1243736872208
2022-02-13,105,Clothing,South,270.5503231942981
2022-02-13,105,Grocery,South,97.3738381332158
2022-02-14,101,Grocery,West,1679.6144469118428
2022-02-14,101,Electronics,South,1447.214909549532
2022-02-14,101,Clothing,North,536.4738879286122
2022-02-14,101,Electronics,South,971.0620415439452
2022-02-14,102,Furniture,South,1841.482311730885
2022-02-14,102,Clothing,West,1926.7633341589706
2022-02-14,102,Grocery,South,316.4794539502741
2022-02-14,103,Electronics,North,766.71023623717
2022-02-14,103,Furniture,West,766.55425004425
2022-02-14,103,Grocery,North,1264.1301273639733
2022-02-14,104,Furniture,North,1421.9955532626946
2022-02-14,104,Clothing,East,1601.5388078516933
2022-02-14,104,Electronics,East,528.3941635487004
2022-02-14,105,Furniture,West,1320.6092485794652
2022-02-14,105,Clothing,West,172.4605263242788
2022-02-14,105,Electronics,South,1014.0306405334966
2022-02-14,105,Electronics,South,244.80598656109206
2022-02-15,101,Clothing,East,1064.7448293855343
2022-02-15,101,Grocery,West,1819.1851552426472
2022-02-15,102,Clothing,East,284.15672598790394
2022-02-15,102,Clothing,North,256.15404865388194
2022-02-15,102,Electronics,East,371.1098154570839
2022-02-15,102,Furniture,West,1720.9526109927606
2022-02-15,103,Grocery,East,861.3686890195793
2022-02-15,103,Furniture,South,522.659414984534
2022-02-15,103,Clothing,East,433.0921520319455
2022-02-15,103,Electronics,West,1557.2407908406026
2022-02-15,104,Furniture,South,1676.1853179121692
2022-02-15,104,Furniture,South,1628.5873119851356
2022-02-15,105,Clothing,East,718.4126721172588
2022-02-15,105,Grocery,East,1829.9989926245526
2022-02-15,105,Grocery,South,1405.7300002845764
2022-02-15,105,Clothing,South,950.2277872708055
2022-02-16,101,Furniture,South,347.2350346393762
2022-02-16,102,Electronics,North,218.565516720407
2022-02-16,102,Furniture,East,221.60764739060244
2022-02-16,102,Grocery,South,1380.9154492336838
2022-02-16,102,Furniture,South,1815.45107755704
2022-02-16,103,Grocery,West,610.8187875732115
2022-02-16,103,Grocery,North,1562.6125524629588
2022-02-16,103,Furniture,South,462.93719838861443
2022-02-16,104,Grocery,South,780.1251816164
2022-02-16,105,Electronics,South,834.1319373073225
2022-02-16,105,Furniture,North,422.54136132583426
